text,label
"From: Meridian Health <no-reply@teamhub.net>
Subject: Welcome to Our Service!
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.teamhub.net/verify

Ref ID: 712916

Regards,
Customer Support",safe
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Urgent: Your Account Will Be Suspended
Congratulations! You have been selected to receive a $750 gift card. Claim your reward now by visiting https://billing-check.click/verify before it expires.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Ivory Logistics <no-reply@billing-check.click>
Subject: Confirm Your Bank Details to Avoid Suspension
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at https://www.billing-check.click/verify.",phishing
"From: Cascade Airlines <no-reply@workspace.io>
Subject: Your Monthly Newsletter
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.workspace.io/secure

Ref ID: 636526

Best,
Alex",safe
"From: Orbit Retail <no-reply@workspace.io>
Subject: Invoice #4521 for Your Recent Purchase
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://workspace.io/confirm

Ref ID: 708222

Cheers,
Mike",safe
"From: Northbridge Bank <no-reply@company.com>
Subject: Your Flight Itinerary Confirmation
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://company.com/login

Best,
Alex",safe
"From: Zenith Cloud <no-reply@account-alert.click>
Subject: Your Password Has Expired - Reset Immediately
Your mailbox has exceeded its storage limit. Click http://account-alert.click/secure now to upgrade your storage and avoid losing your emails permanently.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Your Order Has Shipped
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://teamhub.net/secure

Thanks,
The Team",safe
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Your Password Has Expired - Reset Immediately
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://122.224.81.94/login to restore access.

Our security team requires immediate confirmation.",phishing
"From: Ivory Logistics <no-reply@billing-check.click>
Subject: Confirm Your Bank Details to Avoid Suspension
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://65.76.216.29/login.

Ref ID: 350021",phishing
"From: Meridian Health <no-reply@company.com>
Subject: Your Monthly Newsletter
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.company.com/account

Best,
Alex",safe
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Your Order Has Shipped
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://teamhub.net/confirm

Ref ID: 640403

Regards,
Customer Support",safe
"From: Meridian Health <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://www.orgmail.com/verify

Ref ID: 509054

Best regards,
Sarah",safe
"From: Northbridge Bank <no-reply@secure-verify.info>
Subject: Your Password Has Expired - Reset Immediately
Your mailbox has exceeded its storage limit. Click http://119.13.136.8/update now to upgrade your storage and avoid losing your emails permanently.

Our security team requires immediate confirmation.",phishing
"From: Zenith Cloud <no-reply@account-alert.click>
Subject: Payment Failed - Update Your Billing Info
Congratulations! You have been selected to receive a $120 gift card. Claim your reward now by visiting http://159.219.204.93/update before it expires.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Meridian Health <no-reply@support-update.xyz>
Subject: Action Required: Verify Your Identity Now
We were unable to process your last payment. Update your billing information urgently at http://support-update.xyz/verify to avoid service interruption.

Ref ID: 427704

Our security team requires immediate confirmation.",phishing
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://teamhub.net/account

Cheers,
Mike",safe
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Your Order Has Shipped
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://orgmail.com/verify

Best,
Alex",safe
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Your Order Has Shipped
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.orgmail.com/verify

Ref ID: 912323

Regards,
Customer Support",safe
"From: Vantage Systems <no-reply@company.com>
Subject: Reminder: Dentist Appointment on Friday
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://company.com/secure

Ref ID: 356092

Thanks,
The Team",safe
"From: Bluepeak Telecom <no-reply@teamhub.net>
Subject: Your Monthly Newsletter
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://teamhub.net/account

Ref ID: 769018

Best,
Alex",safe
"From: Northbridge Bank <no-reply@workspace.io>
Subject: Your Order Has Shipped
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://workspace.io/verify

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Your Password Has Expired - Reset Immediately
Congratulations! You have been selected to receive a $750 gift card. Claim your reward now by visiting https://support-update.xyz/confirm before it expires.

Our security team requires immediate confirmation.",phishing
"From: Zenith Cloud <no-reply@account-alert.click>
Subject: Urgent: Your Account Will Be Suspended
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://www.account-alert.click/secure.

Ref ID: 444207

Our security team requires immediate confirmation.",phishing
"From: Orbit Retail <no-reply@secure-verify.info>
Subject: You Have Won a Prize! Claim Now
We were unable to process your last payment. Update your billing information urgently at http://181.58.111.120/verify to avoid service interruption.

Ref ID: 736745

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@support-update.xyz>
Subject: Your Password Has Expired - Reset Immediately
Your mailbox has exceeded its storage limit. Click http://30.240.9.192/secure now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 171951

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Cascade Airlines <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
We were unable to process your last payment. Update your billing information urgently at http://12.238.147.174/secure to avoid service interruption.

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@login-confirm.tk>
Subject: You Have Won a Prize! Claim Now
Dear Priya, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://www.login-confirm.tk/update",phishing
"From: Orbit Retail <no-reply@account-alert.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://www.account-alert.click/confirm to restore access.

Ref ID: 911032

This link will expire soon. Act now to avoid losing access.",phishing
"From: Orbit Retail <no-reply@workspace.io>
Subject: Welcome to Our Service!
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://workspace.io/confirm

Best,
Alex",safe
"From: Cascade Airlines <no-reply@support-update.xyz>
Subject: Final Notice: Account Deactivation Pending
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://58.69.35.71/update.

Ref ID: 102689

Our security team requires immediate confirmation.",phishing
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Urgent: Your Account Will Be Suspended
We were unable to process your last payment. Update your billing information urgently at https://www.billing-check.click/login to avoid service interruption.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Invoice #4521 for Your Recent Purchase
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://teamhub.net/login

Ref ID: 341459

Regards,
Customer Support",safe
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Weekly Team Standup Notes
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.teamhub.net/login

Regards,
Customer Support",safe
"From: Meridian Health <no-reply@secure-verify.info>
Subject: Security Alert - Unusual Login Detected
Your mailbox has exceeded its storage limit. Click http://192.203.39.77/update now to upgrade your storage and avoid losing your emails permanently.",phishing
"From: Cascade Airlines <no-reply@company.com>
Subject: Your Monthly Newsletter
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.company.com/secure

Thanks,
The Team",safe
"From: Zenith Cloud <no-reply@workspace.io>
Subject: Meeting Reminder: Project Sync Tomorrow
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://workspace.io/secure

Thanks,
The Team",safe
"From: Northbridge Bank <no-reply@orgmail.com>
Subject: Welcome to Our Service!
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.orgmail.com/verify

Best regards,
Sarah",safe
"From: Northbridge Bank <no-reply@login-confirm.tk>
Subject: You Have Won a Prize! Claim Now
Dear User, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: https://www.login-confirm.tk/login

Ref ID: 635740

Our security team requires immediate confirmation.",phishing
"From: Bluepeak Telecom <no-reply@company.com>
Subject: Your Order Has Shipped
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://company.com/verify

Ref ID: 132687

Cheers,
Mike",safe
"From: Northbridge Bank <no-reply@account-alert.click>
Subject: Action Required: Verify Your Identity Now
Dear John, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://account-alert.click/confirm

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@workspace.io>
Subject: Your Order Has Shipped
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://workspace.io/confirm

Best,
Alex",safe
"From: Ivory Logistics <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://teamhub.net/secure

Best,
Alex",safe
"From: Zenith Cloud <no-reply@billing-check.click>
Subject: Action Required: Verify Your Identity Now
Your mailbox has exceeded its storage limit. Click https://billing-check.click/confirm now to upgrade your storage and avoid losing your emails permanently.",phishing
"From: Vantage Systems <no-reply@workspace.io>
Subject: Reminder: Dentist Appointment on Friday
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.workspace.io/login

Regards,
Customer Support",safe
"From: Ivory Logistics <no-reply@company.com>
Subject: Reminder: Dentist Appointment on Friday
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.company.com/account

Best regards,
Sarah",safe
"From: Zenith Cloud <no-reply@workspace.io>
Subject: Weekly Team Standup Notes
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://workspace.io/account

Ref ID: 574386

Regards,
Customer Support",safe
"From: Zenith Cloud <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://teamhub.net/account

Thanks,
The Team",safe
"From: Vantage Systems <no-reply@secure-verify.info>
Subject: Action Required: Verify Your Identity Now
IMPORTANT: Your tax refund of $2815 is pending. Provide your bank details at http://secure-verify.info/login to receive the deposit immediately.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@secure-verify.info>
Subject: Payment Failed - Update Your Billing Info
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://164.107.175.53/verify to restore access.

Our security team requires immediate confirmation.",phishing
"From: Ivory Logistics <no-reply@secure-verify.info>
Subject: Final Notice: Account Deactivation Pending
Your mailbox has exceeded its storage limit. Click http://www.secure-verify.info/verify now to upgrade your storage and avoid losing your emails permanently.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@teamhub.net>
Subject: Your Order Has Shipped
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://teamhub.net/update

Thanks,
The Team",safe
"From: Vantage Systems <no-reply@support-update.xyz>
Subject: Final Notice: Account Deactivation Pending
IMPORTANT: Your tax refund of $1229 is pending. Provide your bank details at https://www.support-update.xyz/confirm to receive the deposit immediately.

Ref ID: 918859",phishing
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Security Alert - Unusual Login Detected
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://75.118.233.254/confirm to restore access.

Ref ID: 952679

This link will expire soon. Act now to avoid losing access.",phishing
"From: Meridian Health <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Welcome aboard! We're excited to have you join our platform. Feel free to explore your dashboard and reach out if you have questions. https://www.teamhub.net/secure

Regards,
Customer Support",safe
"From: Meridian Health <no-reply@account-alert.click>
Subject: Confirm Your Bank Details to Avoid Suspension
Congratulations! You have been selected to receive a $999 gift card. Claim your reward now by visiting http://48.95.80.93/confirm before it expires.",phishing
"From: Meridian Health <no-reply@teamhub.net>
Subject: Weekly Team Standup Notes
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.teamhub.net/secure

Cheers,
Mike",safe
"From: Meridian Health <no-reply@account-alert.click>
Subject: Action Required: Verify Your Identity Now
IMPORTANT: Your tax refund of $1840 is pending. Provide your bank details at https://account-alert.click/confirm to receive the deposit immediately.

Ref ID: 689107

This link will expire soon. Act now to avoid losing access.",phishing
"From: Orbit Retail <no-reply@company.com>
Subject: Your Order Has Shipped
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://company.com/secure

Ref ID: 409499

Best,
Alex",safe
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Weekly Team Standup Notes
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://teamhub.net/update

Ref ID: 739037

Regards,
Customer Support",safe
"From: Orbit Retail <no-reply@login-confirm.tk>
Subject: Urgent: Your Account Will Be Suspended
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://login-confirm.tk/update",phishing
"From: Vantage Systems <no-reply@orgmail.com>
Subject: Invoice #4521 for Your Recent Purchase
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://orgmail.com/login

Ref ID: 504639

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@billing-check.click>
Subject: Your Password Has Expired - Reset Immediately
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://billing-check.click/secure.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Vantage Systems <no-reply@secure-verify.info>
Subject: Payment Failed - Update Your Billing Info
Your mailbox has exceeded its storage limit. Click http://secure-verify.info/verify now to upgrade your storage and avoid losing your emails permanently.

Our security team requires immediate confirmation.",phishing
"From: Orbit Retail <no-reply@account-alert.click>
Subject: Your Password Has Expired - Reset Immediately
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://www.account-alert.click/update

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Vantage Systems <no-reply@company.com>
Subject: Weekly Team Standup Notes
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.company.com/update

Ref ID: 701380

Regards,
Customer Support",safe
"From: Bluepeak Telecom <no-reply@support-update.xyz>
Subject: Your Password Has Expired - Reset Immediately
We were unable to process your last payment. Update your billing information urgently at http://29.190.61.129/account to avoid service interruption.

Ref ID: 640828

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Zenith Cloud <no-reply@teamhub.net>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.teamhub.net/update

Ref ID: 780081

Thanks,
The Team",safe
"From: Ivory Logistics <no-reply@workspace.io>
Subject: Your Flight Itinerary Confirmation
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.workspace.io/update

Ref ID: 107804

Thanks,
The Team",safe
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: Security Alert - Unusual Login Detected
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://144.216.244.241/update

Ref ID: 819678

This link will expire soon. Act now to avoid losing access.",phishing
"From: Meridian Health <no-reply@secure-verify.info>
Subject: You Have Won a Prize! Claim Now
Dear Sarah, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: https://www.secure-verify.info/verify

This link will expire soon. Act now to avoid losing access.",phishing
"From: Cascade Airlines <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://login-confirm.tk/login.

Ref ID: 372315

This link will expire soon. Act now to avoid losing access.",phishing
"From: Zenith Cloud <no-reply@login-confirm.tk>
Subject: Final Notice: Account Deactivation Pending
Congratulations! You have been selected to receive a $120 gift card. Claim your reward now by visiting http://21.134.225.120/account before it expires.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Ivory Logistics <no-reply@workspace.io>
Subject: Your Order Has Shipped
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.workspace.io/confirm

Regards,
Customer Support",safe
"From: Cascade Airlines <no-reply@company.com>
Subject: Welcome to Our Service!
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://company.com/account

Ref ID: 419736

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Final Notice: Account Deactivation Pending
Dear Priya, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: https://www.login-confirm.tk/verify",phishing
"From: Orbit Retail <no-reply@secure-verify.info>
Subject: Security Alert - Unusual Login Detected
Your mailbox has exceeded its storage limit. Click http://187.72.198.108/login now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 294776",phishing
"From: Meridian Health <no-reply@workspace.io>
Subject: Weekly Team Standup Notes
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://workspace.io/confirm

Best regards,
Sarah",safe
"From: Zenith Cloud <no-reply@account-alert.click>
Subject: Urgent: Your Account Will Be Suspended
Your mailbox has exceeded its storage limit. Click http://80.204.180.172/verify now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 116112

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@orgmail.com>
Subject: Welcome to Our Service!
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.orgmail.com/verify

Cheers,
Mike",safe
"From: Orbit Retail <no-reply@billing-check.click>
Subject: Security Alert - Unusual Login Detected
Congratulations! You have been selected to receive a $120 gift card. Claim your reward now by visiting http://172.15.46.192/login before it expires.

Our security team requires immediate confirmation.",phishing
"From: Bluepeak Telecom <no-reply@company.com>
Subject: Reminder: Dentist Appointment on Friday
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://www.company.com/update

Thanks,
The Team",safe
"From: Ivory Logistics <no-reply@account-alert.click>
Subject: Payment Failed - Update Your Billing Info
Congratulations! You have been selected to receive a $750 gift card. Claim your reward now by visiting http://129.79.20.40/account before it expires.

Our security team requires immediate confirmation.",phishing
"From: Bluepeak Telecom <no-reply@support-update.xyz>
Subject: Urgent: Your Account Will Be Suspended
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://184.195.152.106/update to restore access.

Our security team requires immediate confirmation.",phishing
"From: Vantage Systems <no-reply@teamhub.net>
Subject: Your Monthly Newsletter
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.teamhub.net/account

Thanks,
The Team",safe
"From: Vantage Systems <no-reply@login-confirm.tk>
Subject: Payment Failed - Update Your Billing Info
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://80.215.153.124/login",phishing
"From: Zenith Cloud <no-reply@orgmail.com>
Subject: Welcome to Our Service!
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://orgmail.com/update

Cheers,
Mike",safe
"From: Cascade Airlines <no-reply@orgmail.com>
Subject: Invoice #4521 for Your Recent Purchase
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://orgmail.com/secure

Cheers,
Mike",safe
"From: Zenith Cloud <no-reply@support-update.xyz>
Subject: Final Notice: Account Deactivation Pending
We were unable to process your last payment. Update your billing information urgently at https://www.support-update.xyz/account to avoid service interruption.

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Vantage Systems <no-reply@login-confirm.tk>
Subject: Urgent: Your Account Will Be Suspended
IMPORTANT: Your tax refund of $2234 is pending. Provide your bank details at http://www.login-confirm.tk/confirm to receive the deposit immediately.

Our security team requires immediate confirmation.",phishing
"From: Zenith Cloud <no-reply@account-alert.click>
Subject: Payment Failed - Update Your Billing Info
Congratulations! You have been selected to receive a $120 gift card. Claim your reward now by visiting http://71.135.105.59/verify before it expires.

Ref ID: 916776

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@secure-verify.info>
Subject: You Have Won a Prize! Claim Now
IMPORTANT: Your tax refund of $2870 is pending. Provide your bank details at http://secure-verify.info/secure to receive the deposit immediately.",phishing
"From: Orbit Retail <no-reply@orgmail.com>
Subject: Your Flight Itinerary Confirmation
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://www.orgmail.com/verify

Ref ID: 660625

Regards,
Customer Support",safe
"From: Northbridge Bank <no-reply@account-alert.click>
Subject: Final Notice: Account Deactivation Pending
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at http://49.216.193.19/verify.",phishing
"From: Northbridge Bank <no-reply@billing-check.click>
Subject: Your Password Has Expired - Reset Immediately
Congratulations! You have been selected to receive a $50 gift card. Claim your reward now by visiting https://www.billing-check.click/secure before it expires.

Ref ID: 730889

This link will expire soon. Act now to avoid losing access.",phishing
"From: Zenith Cloud <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://169.166.195.153/login to restore access.",phishing
"From: Ivory Logistics <no-reply@teamhub.net>
Subject: Meeting Reminder: Project Sync Tomorrow
Hi team, just a reminder that our project sync is scheduled for tomorrow at 10am. Please review the attached agenda beforehand. https://www.teamhub.net/login

Regards,
Customer Support",safe
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Your Password Has Expired - Reset Immediately
Your account has been temporarily suspended due to unusual activity. Please login immediately at http://login-confirm.tk/confirm to restore access.

This link will expire soon. Act now to avoid losing access.",phishing
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: https://login-confirm.tk/verify

Ref ID: 994253

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Cascade Airlines <no-reply@workspace.io>
Subject: Your Order Has Shipped
Hello, thank you for subscribing to our newsletter. Here are this month's top articles and updates from our blog. https://www.workspace.io/login

Cheers,
Mike",safe
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Your Password Has Expired - Reset Immediately
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://www.login-confirm.tk/confirm to restore access.

Ref ID: 265154",phishing
"From: Northbridge Bank <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
Dear Liam, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://www.login-confirm.tk/verify

Ref ID: 329258

This link will expire soon. Act now to avoid losing access.",phishing
"From: Orbit Retail <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.teamhub.net/login

Regards,
Customer Support",safe
"From: Zenith Cloud <no-reply@company.com>
Subject: Your Monthly Newsletter
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://www.company.com/account

Regards,
Customer Support",safe
"From: Orbit Retail <no-reply@company.com>
Subject: Welcome to Our Service!
Hi, your invoice for the recent purchase is attached. Total amount due is listed on the invoice. Let us know if you have any questions. https://company.com/update

Ref ID: 203540

Cheers,
Mike",safe
"From: Bluepeak Telecom <no-reply@orgmail.com>
Subject: Meeting Reminder: Project Sync Tomorrow
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.orgmail.com/login

Thanks,
The Team",safe
"From: Orbit Retail <no-reply@account-alert.click>
Subject: Security Alert - Unusual Login Detected
Dear Michael, we detected suspicious activity on your account. Click the link below within 24 hours to verify your identity or your account will be locked: http://account-alert.click/update

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Northbridge Bank <no-reply@secure-verify.info>
Subject: Final Notice: Account Deactivation Pending
Congratulations! You have been selected to receive a $50 gift card. Claim your reward now by visiting http://144.10.199.224/account before it expires.

Ref ID: 491435

Our security team requires immediate confirmation.",phishing
"From: Bluepeak Telecom <no-reply@account-alert.click>
Subject: Action Required: Verify Your Identity Now
Your account has been temporarily suspended due to unusual activity. Please login immediately at https://www.account-alert.click/account to restore access.

Ref ID: 360276

Our security team requires immediate confirmation.",phishing
"From: Orbit Retail <no-reply@orgmail.com>
Subject: Reminder: Dentist Appointment on Friday
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://orgmail.com/update

Ref ID: 473897

Cheers,
Mike",safe
"From: Vantage Systems <no-reply@account-alert.click>
Subject: Action Required: Verify Your Identity Now
We noticed a login attempt from a new location. If this wasn't you, secure your account right away at https://account-alert.click/update.",phishing
"From: Ivory Logistics <no-reply@account-alert.click>
Subject: Final Notice: Account Deactivation Pending
This is an automated security notice. Someone tried to access your account from an unrecognized device. Verify it was you here: http://account-alert.click/secure

Ref ID: 193326

Failure to act within 24 hours will result in permanent suspension.",phishing
"From: Ivory Logistics <no-reply@workspace.io>
Subject: Reminder: Dentist Appointment on Friday
Hello, your order has shipped and is expected to arrive within 3-5 business days. You can track your package using the carrier's website. https://www.workspace.io/login

Ref ID: 872652

Best regards,
Sarah",safe
"From: Ivory Logistics <no-reply@support-update.xyz>
Subject: You Have Won a Prize! Claim Now
Your mailbox has exceeded its storage limit. Click http://support-update.xyz/account now to upgrade your storage and avoid losing your emails permanently.

Ref ID: 909489

Our security team requires immediate confirmation.",phishing
"From: Zenith Cloud <no-reply@orgmail.com>
Subject: Welcome to Our Service!
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.orgmail.com/verify

Best,
Alex",safe
"From: Cascade Airlines <no-reply@workspace.io>
Subject: Your Order Has Shipped
Good morning everyone, here are the notes from this week's standup. Please add any comments directly in the shared doc. https://www.workspace.io/verify

Ref ID: 562543

Best regards,
Sarah",safe
"From: Vantage Systems <no-reply@workspace.io>
Subject: Welcome to Our Service!
Hi, this is a friendly reminder about your dentist appointment scheduled for Friday at 2pm. Please call if you need to reschedule. https://www.workspace.io/secure

Best,
Alex",safe
"From: Northbridge Bank <no-reply@workspace.io>
Subject: Your Flight Itinerary Confirmation
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.workspace.io/update

Ref ID: 489967

Cheers,
Mike",safe
"From: Vantage Systems <no-reply@secure-verify.info>
Subject: Confirm Your Bank Details to Avoid Suspension
IMPORTANT: Your tax refund of $980 is pending. Provide your bank details at http://www.secure-verify.info/verify to receive the deposit immediately.

Ref ID: 104324

This link will expire soon. Act now to avoid losing access.",phishing
"From: Zenith Cloud <no-reply@teamhub.net>
Subject: Your Flight Itinerary Confirmation
Hello, attached is your flight itinerary for the upcoming trip. Please check in online 24 hours before departure. https://www.teamhub.net/secure

Ref ID: 822742

Regards,
Customer Support",safe
"From: Ivory Logistics <no-reply@login-confirm.tk>
Subject: Action Required: Verify Your Identity Now
IMPORTANT: Your tax refund of $2337 is pending. Provide your bank details at http://login-confirm.tk/secure to receive the deposit immediately.

Our security team requires immediate confirmation.",phishing
